Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore,AverageScore
male,group D,some high school,free/reduced,none,divorced,regularly,no,4,school_bus,< 5,55,53,52,53.333333333333336
female,group C,associate's degree,standard,completed,single,never,yes,5,school_bus,> 10,66,83,80,76.33333333333333
male,group B,associate's degree,standard,none,married,regularly,yes,1,school_bus,5 - 10,82,77,65,74.66666666666667
female,group C,associate's degree,standard,completed,married,regularly,yes,2,school_bus,5 - 10,76,76,85,79.0
male,group A,some college,standard,none,married,sometimes,yes,7,private,5 - 10,69,67,69,68.33333333333333
male,group E,some college,standard,completed,divorced,regularly,yes,5,private,5 - 10,100,88,83,90.33333333333333
male,group C,some high school,standard,none,single,regularly,no,2,school_bus,5 - 10,52,52,45,49.666666666666664
female,group B,associate's degree,free/reduced,none,married,regularly,no,3,private,> 10,56,73,70,66.33333333333333
female,group D,high school,free/reduced,none,single,regularly,yes,5,school_bus,< 5,48,56,52,52.0
female,group B,associate's degree,standard,none,married,sometimes,no,2,school_bus,5 - 10,73,76,80,76.33333333333333
male,group B,bachelor's degree,standard,none,married,never,yes,3,school_bus,< 5,62,58,54,58.0
male,group D,bachelor's degree,standard,completed,single,sometimes,yes,0,private,5 - 10,67,61,68,65.33333333333333
female,group C,associate's degree,free/reduced,completed,single,sometimes,yes,2,private,> 10,70,68,70,69.33333333333333
male,group C,high school,standard,none,married,regularly,no,3,private,5 - 10,73,66,66,68.33333333333333
female,group D,master's degree,standard,completed,widowed,never,yes,3,private,5 - 10,74,80,88,80.66666666666667
male,group C,associate's degree,standard,none,single,sometimes,no,1,school_bus,5 - 10,83,72,78,77.66666666666667
male,group B,bachelor's degree,standard,none,married,sometimes,yes,2,private,< 5,61,69,67,65.66666666666667
female,group D,associate's degree,free/reduced,none,single,regularly,no,1,school_bus,< 5,55,64,63,60.666666666666664
female,group C,high school,free/reduced,none,divorced,sometimes,yes,2,school_bus,< 5,64,77,82,74.33333333333333
female,group E,high school,standard,none,married,never,no,3,private,> 10,74,85,78,79.0
female,group C,some college,standard,none,married,regularly,yes,2,private,< 5,70,80,80,76.66666666666667
female,group C,some high school,free/reduced,none,married,sometimes,yes,5,private,5 - 10,40,52,51,47.666666666666664
female,group C,high school,free/reduced,none,divorced,sometimes,no,1,school_bus,< 5,39,45,42,42.0
female,group C,some college,standard,none,single,sometimes,yes,3,school_bus,5 - 10,82,90,94,88.66666666666667
male,group C,some college,standard,none,married,sometimes,yes,1,school_bus,5 - 10,61,61,62,61.333333333333336
male,group A,some college,free/reduced,none,married,regularly,yes,2,school_bus,> 10,29,23,19,23.666666666666668
male,group C,associate's degree,standard,completed,married,sometimes,yes,5,school_bus,5 - 10,82,75,77,78.0
female,group B,some high school,standard,none,married,sometimes,yes,2,school_bus,< 5,39,54,49,47.333333333333336
male,group C,high school,standard,none,single,regularly,yes,2,school_bus,< 5,70,59,61,63.333333333333336
male,group C,associate's degree,standard,none,married,sometimes,no,3,private,< 5,45,36,34,38.333333333333336
male,group E,associate's degree,standard,completed,married,never,no,3,school_bus,> 10,61,55,52,56.0
male,group B,associate's degree,standard,none,single,sometimes,yes,1,school_bus,5 - 10,90,78,81,83.0
female,group C,bachelor's degree,standard,none,married,sometimes,yes,1,school_bus,5 - 10,83,93,95,90.33333333333333
female,group B,some college,free/reduced,none,married,regularly,yes,2,school_bus,5 - 10,62,69,67,66.0
male,group D,some high school,standard,completed,married,regularly,no,2,private,5 - 10,78,71,70,73.0
male,group C,associate's degree,standard,none,single,regularly,yes,2,school_bus,5 - 10,50,51,44,48.333333333333336
female,group B,some high school,free/reduced,none,single,sometimes,no,3,school_bus,< 5,23,37,26,28.666666666666668
female,group D,some high school,free/reduced,completed,married,sometimes,yes,3,school_bus,5 - 10,35,55,60,50.0
male,group C,high school,free/reduced,none,married,regularly,yes,1,school_bus,> 10,61,62,54,59.0
female,group C,some college,standard,none,married,regularly,yes,0,school_bus,5 - 10,62,74,64,66.66666666666667
female,group B,some college,standard,completed,single,sometimes,yes,1,school_bus,< 5,66,74,72,70.66666666666667
male,group D,associate's degree,standard,completed,single,sometimes,yes,3,private,< 5,64,70,65,66.33333333333333
male,group D,some college,standard,none,married,regularly,yes,2,school_bus,< 5,78,72,67,72.33333333333333
female,group C,high school,standard,none,married,sometimes,yes,4,private,5 - 10,72,80,75,75.66666666666667
male,group B,some college,standard,none,married,sometimes,no,2,school_bus,5 - 10,62,61,57,60.0
female,group C,bachelor's degree,standard,completed,married,regularly,yes,0,school_bus,< 5,76,93,95,88.0
male,group E,associate's degree,standard,none,divorced,regularly,yes,2,private,> 10,92,76,79,82.33333333333333
female,group B,bachelor's degree,standard,none,married,sometimes,yes,0,private,5 - 10,52,65,69,62.0
male,group E,some college,standard,none,married,sometimes,no,4,school_bus,> 10,67,57,53,59.0
female,group C,some college,standard,completed,married,sometimes,no,1,school_bus,< 5,61,76,78,71.66666666666667
female,group C,associate's degree,standard,none,married,regularly,no,1,private,< 5,45,57,57,53.0
female,group C,some college,standard,none,married,never,yes,2,school_bus,< 5,55,68,66,63.0
female,group B,bachelor's degree,standard,none,single,regularly,no,3,school_bus,> 10,64,74,73,70.33333333333333
male,group A,some college,standard,none,married,sometimes,no,2,private,5 - 10,63,61,61,61.666666666666664
female,group C,some college,free/reduced,completed,married,sometimes,yes,1,private,< 5,40,65,67,57.333333333333336
female,group D,some college,standard,none,divorced,sometimes,no,1,private,< 5,77,88,87,84.0
female,group B,high school,standard,none,married,never,yes,1,school_bus,5 - 10,56,61,57,58.0
male,group B,some high school,standard,completed,single,regularly,yes,3,private,5 - 10,87,85,79,83.66666666666667
female,group C,some college,standard,none,single,regularly,no,2,private,5 - 10,53,58,59,56.666666666666664
female,group D,some high school,free/reduced,none,single,sometimes,no,3,school_bus,< 5,26,33,31,30.0
male,group C,some college,standard,none,divorced,regularly,yes,1,school_bus,5 - 10,60,60,59,59.666666666666664
male,group A,bachelor's degree,free/reduced,completed,married,regularly,no,2,private,> 10,51,59,62,57.333333333333336
male,group C,high school,standard,completed,married,sometimes,yes,2,school_bus,5 - 10,69,58,53,60.0
male,group C,bachelor's degree,free/reduced,none,married,regularly,yes,3,private,> 10,64,67,63,64.66666666666667
female,group A,some high school,free/reduced,none,single,sometimes,yes,2,private,5 - 10,44,64,58,55.333333333333336
female,group D,some high school,standard,none,single,regularly,yes,5,school_bus,5 - 10,71,83,84,79.33333333333333
male,group E,some college,standard,none,married,regularly,yes,3,private,5 - 10,86,78,72,78.66666666666667
female,group C,some college,free/reduced,completed,single,sometimes,no,4,school_bus,5 - 10,45,73,70,62.666666666666664
male,group D,some high school,standard,none,single,sometimes,yes,0,private,> 10,76,75,73,74.66666666666667
female,group D,some college,standard,completed,married,sometimes,yes,1,private,> 10,84,98,97,93.0
female,group D,bachelor's degree,standard,none,married,sometimes,yes,0,school_bus,> 10,60,71,74,68.33333333333333
female,group D,some high school,standard,none,single,sometimes,no,2,school_bus,> 10,82,91,83,85.33333333333333
female,group D,master's degree,free/reduced,completed,single,sometimes,yes,2,private,5 - 10,85,95,100,93.33333333333333
female,group A,some high school,standard,none,single,sometimes,no,1,private,> 10,73,84,78,78.33333333333333
male,group A,bachelor's degree,standard,none,married,regularly,yes,1,private,5 - 10,67,64,63,64.66666666666667
female,group B,associate's degree,standard,none,single,sometimes,yes,1,school_bus,5 - 10,80,86,83,83.0
male,group C,associate's degree,standard,completed,divorced,sometimes,yes,0,private,< 5,84,98,93,91.66666666666667
male,group C,master's degree,free/reduced,none,married,sometimes,no,2,school_bus,5 - 10,79,82,73,78.0
female,group E,some high school,free/reduced,none,divorced,regularly,yes,3,private,> 10,40,50,47,45.666666666666664
female,group A,some high school,free/reduced,none,divorced,never,no,5,private,5 - 10,35,41,40,38.666666666666664
female,group E,some college,standard,none,divorced,regularly,yes,2,private,5 - 10,69,77,76,74.0
female,group E,bachelor's degree,standard,none,single,sometimes,yes,0,school_bus,< 5,62,71,68,67.0
female,group C,some college,free/reduced,none,widowed,regularly,yes,4,school_bus,5 - 10,58,79,68,68.33333333333333
female,group D,high school,standard,none,single,sometimes,yes,3,private,5 - 10,62,64,64,63.333333333333336
male,group D,master's degree,standard,none,married,sometimes,no,1,school_bus,< 5,71,70,75,72.0
male,group E,some high school,free/reduced,completed,single,regularly,yes,0,private,5 - 10,75,68,60,67.66666666666667
female,group D,some college,standard,none,single,sometimes,no,3,private,< 5,74,66,75,71.66666666666667
male,group E,some college,standard,none,married,sometimes,yes,3,school_bus,> 10,78,68,68,71.33333333333333
male,group C,associate's degree,standard,completed,divorced,regularly,yes,4,private,> 10,60,55,58,57.666666666666664
female,group C,some high school,standard,completed,single,sometimes,no,2,school_bus,5 - 10,65,74,77,72.0
female,group B,high school,free/reduced,none,married,never,no,5,school_bus,5 - 10,48,65,61,58.0
male,group B,some high school,standard,none,single,regularly,yes,0,school_bus,< 5,73,62,57,64.0
male,group D,some high school,standard,none,single,never,no,4,private,< 5,56,57,51,54.666666666666664
female,group C,some high school,standard,completed,married,regularly,yes,3,private,5 - 10,60,54,68,60.666666666666664
male,group A,some college,standard,none,married,sometimes,no,1,school_bus,5 - 10,53,43,43,46.333333333333336
female,group A,some college,free/reduced,none,married,regularly,no,2,school_bus,> 10,51,66,57,58.0
female,group D,high school,standard,completed,single,sometimes,yes,4,private,5 - 10,88,99,100,95.66666666666667
female,group C,high school,standard,none,single,regularly,yes,0,school_bus,5 - 10,55,59,63,59.0
female,group C,some high school,standard,none,married,regularly,yes,2,school_bus,< 5,62,72,68,67.33333333333333
male,group B,associate's degree,standard,completed,married,regularly,no,3,school_bus,> 10,68,66,65,66.33333333333333
female,group B,associate's degree,standard,none,married,regularly,yes,3,school_bus,5 - 10,84,81,78,81.0
female,group D,high school,free/reduced,completed,divorced,sometimes,no,2,school_bus,5 - 10,52,57,56,55.0
male,group D,associate's degree,standard,completed,widowed,never,no,5,school_bus,> 10,86,83,84,84.33333333333333
female,group D,master's degree,standard,completed,married,regularly,yes,2,private,5 - 10,72,73,78,74.33333333333333
male,group C,some college,standard,completed,widowed,regularly,yes,4,school_bus,5 - 10,86,84,79,83.0
male,group D,associate's degree,standard,none,married,sometimes,yes,3,private,5 - 10,71,66,60,65.66666666666667
female,group C,some college,free/reduced,none,married,regularly,yes,3,school_bus,5 - 10,52,73,80,68.33333333333333
male,group E,high school,standard,none,single,regularly,no,3,private,5 - 10,86,74,70,76.66666666666667
male,group C,bachelor's degree,standard,completed,married,sometimes,yes,3,private,< 5,68,72,66,68.66666666666667
male,group C,associate's degree,standard,none,married,sometimes,yes,3,school_bus,< 5,71,71,65,69.0
male,group D,some college,standard,none,married,regularly,no,4,private,5 - 10,70,59,63,64.0
male,group E,high school,free/reduced,completed,married,sometimes,no,3,private,5 - 10,57,56,54,55.666666666666664
female,group D,high school,standard,completed,married,regularly,no,2,school_bus,< 5,56,57,64,59.0
female,group D,master's degree,free/reduced,completed,divorced,never,yes,0,private,> 10,47,59,68,58.0
female,group A,some high school,standard,completed,married,sometimes,yes,0,school_bus,< 5,57,83,78,72.66666666666667
male,group C,some college,free/reduced,none,married,sometimes,no,2,private,5 - 10,41,39,34,38.0
female,group C,some college,free/reduced,none,single,sometimes,yes,3,school_bus,< 5,60,65,60,61.666666666666664
male,group C,bachelor's degree,standard,none,married,regularly,yes,2,school_bus,5 - 10,88,84,88,86.66666666666667
male,group C,some high school,free/reduced,none,single,regularly,yes,0,private,5 - 10,71,72,66,69.66666666666667
male,group A,some high school,free/reduced,none,single,sometimes,yes,1,private,5 - 10,65,59,53,59.0
male,group C,some high school,free/reduced,none,married,sometimes,no,3,school_bus,> 10,70,63,55,62.666666666666664
male,group C,associate's degree,free/reduced,none,married,sometimes,yes,1,private,< 5,62,65,57,61.333333333333336
female,group C,high school,standard,none,single,sometimes,yes,3,school_bus,5 - 10,61,72,70,67.66666666666667
male,group C,high school,standard,none,single,never,yes,4,school_bus,< 5,57,54,52,54.333333333333336
female,group A,some high school,free/reduced,none,divorced,sometimes,no,2,school_bus,< 5,45,58,49,50.666666666666664
male,group C,some college,standard,none,married,sometimes,no,1,school_bus,> 10,75,66,67,69.33333333333333
male,group C,some college,free/reduced,completed,married,sometimes,no,7,private,5 - 10,50,48,53,50.333333333333336
male,group D,associate's degree,standard,none,married,regularly,yes,3,school_bus,5 - 10,77,69,65,70.33333333333333
male,group D,some college,free/reduced,none,divorced,sometimes,yes,1,private,5 - 10,75,66,73,71.33333333333333
